"RMSE","MAE","R2","Conjunto","Modelo"
2.82908141936637,1.44737443957411,0.225884511807979,"Train","Arbol"
2.80424431681786,1.49027080604999,0.218941042355723,"Test","Arbol"
1.73761876562656,0.895350903364743,0.70797242622459,"Train","RandomForest"
2.78240021579082,1.45330079950309,0.231062011232542,"Test","RandomForest"
