"RMSE","MAE","R2","Conjunto","Modelo"
3.03841603386469,1.67343186064558,0.107086596200664,"Train","ElasticNet"
3.00560440707069,1.69183104206749,0.102745265906705,"Test","ElasticNet"
2.82908141936637,1.44737443957411,0.225884511807979,"Train","Arbol"
2.80424431681786,1.49027080604999,0.218941042355723,"Test","Arbol"
1.73761876562656,0.895350903364743,0.70797242622459,"Train","RandomForest"
2.78240021579082,1.45330079950309,0.231062011232542,"Test","RandomForest"
2.8217667435496,1.41366009934703,0.229882335019228,"Train","KNN"
2.91778454422102,1.56829977900592,0.154412489666222,"Test","KNN"
